Date,Time,Vin,Vout,Vbat,Fin,Fout,Load,Temp,UPS_Name
05/26/2025,09:49:56,219,230,2722,60.0,60.0,23,23,UPS_3F
05/26/2025,10:49:56,220,230,2722,60.0,60.0,23,23,UPS_3F
05/26/2025,11:49:57,220,230,2725,59.9,60.0,23,23,UPS_3F
05/26/2025,12:49:57,224,230,2722,60.0,60.0,23,23,UPS_3F
05/26/2025,13:49:58,221,230,2722,59.9,60.0,24,24,UPS_3F
05/26/2025,14:49:58,221,230,2722,60.0,60.0,23,23,UPS_3F
05/26/2025,15:49:58,219,229,2718,60.0,60.0,23,23,UPS_3F
05/26/2025,16:49:58,220,229,2718,59.9,60.0,23,23,UPS_3F
05/26/2025,17:49:58,219,230,2722,59.9,60.0,23,23,UPS_3F
05/26/2025,18:49:58,220,230,2722,59.9,60.0,23,23,UPS_3F
05/26/2025,19:49:58,221,230,2722,59.9,60.0,23,23,UPS_3F
05/26/2025,20:49:58,221,230,2722,60.0,60.0,23,24,UPS_3F
05/26/2025,21:49:59,222,230,2722,59.9,60.0,23,23,UPS_3F
05/26/2025,22:49:59,223,230,2718,60.0,60.0,24,23,UPS_3F
05/26/2025,23:49:59,224,229,2718,60.0,60.0,24,23,UPS_3F
05/27/2025,00:50:00,225,230,2718,60.0,60.0,23,24,UPS_3F
05/27/2025,01:50:00,225,230,2718,60.0,60.0,24,23,UPS_3F
05/27/2025,02:50:01,226,230,2722,59.9,60.0,24,23,UPS_3F
05/27/2025,03:50:01,226,229,2722,59.9,60.0,23,23,UPS_3F
05/27/2025,04:50:02,226,229,2722,60.0,60.0,23,23,UPS_3F
05/27/2025,05:50:02,225,230,2722,59.9,60.0,23,23,UPS_3F
05/27/2025,06:50:03,223,230,2722,59.9,60.0,24,23,UPS_3F
05/27/2025,07:50:04,221,230,2722,60.0,60.0,24,23,UPS_3F
05/27/2025,08:50:04,220,230,2722,59.9,60.0,23,23,UPS_3F
05/27/2025,09:50:04,218,230,2722,60.0,60.0,23,23,UPS_3F
05/27/2025,10:50:05,219,230,2722,59.9,60.0,23,23,UPS_3F
05/27/2025,11:50:05,221,230,2718,60.0,60.0,23,23,UPS_3F
05/27/2025,12:50:05,223,230,2722,60.0,60.0,23,23,UPS_3F
05/27/2025,13:50:05,223,230,2722,59.9,60.0,23,23,UPS_3F
05/27/2025,14:50:05,224,230,2722,59.9,60.0,23,23,UPS_3F
05/27/2025,15:50:06,225,230,2718,59.9,60.0,23,23,UPS_3F
05/27/2025,16:50:06,224,230,2725,59.9,60.0,23,23,UPS_3F
05/27/2025,17:50:07,227,230,2722,60.0,60.0,23,23,UPS_3F
05/27/2025,18:50:07,223,230,2722,59.9,60.0,23,23,UPS_3F
05/27/2025,19:50:08,226,230,2722,60.0,60.0,24,23,UPS_3F
05/27/2025,20:50:08,226,230,2722,59.9,60.0,23,24,UPS_3F
05/27/2025,21:50:09,224,230,2722,60.0,60.0,23,23,UPS_3F
05/27/2025,22:50:09,224,230,2718,60.0,60.0,24,23,UPS_3F
05/27/2025,23:50:10,226,230,2722,59.9,60.0,24,23,UPS_3F
05/28/2025,00:50:10,226,230,2718,59.9,60.0,24,23,UPS_3F
05/28/2025,01:50:11,226,230,2718,59.9,60.0,24,23,UPS_3F
05/28/2025,02:50:11,228,229,2722,60.0,60.0,23,23,UPS_3F
05/28/2025,03:50:12,228,230,2718,60.0,60.0,24,23,UPS_3F
05/28/2025,04:50:12,228,230,2722,60.0,60.0,23,23,UPS_3F
05/28/2025,05:50:13,227,230,2718,60.0,60.0,24,23,UPS_3F
05/28/2025,06:50:13,225,230,2722,59.9,60.0,24,23,UPS_3F
05/28/2025,07:50:14,223,230,2722,60.0,60.0,23,23,UPS_3F
05/28/2025,08:50:14,222,230,2718,59.9,60.0,23,23,UPS_3F
05/28/2025,09:50:15,223,230,2718,59.9,60.0,23,23,UPS_3F
05/28/2025,10:50:15,221,230,2722,60.0,60.0,23,23,UPS_3F
05/28/2025,11:50:15,222,230,2722,59.9,60.0,23,23,UPS_3F
05/28/2025,12:50:16,225,229,2718,60.0,60.0,23,23,UPS_3F
05/28/2025,13:50:16,223,230,2725,60.0,60.0,24,23,UPS_3F
05/28/2025,14:50:17,223,229,2718,59.9,60.0,23,23,UPS_3F
05/28/2025,15:50:17,224,229,2722,59.9,60.0,23,23,UPS_3F
05/28/2025,16:50:18,222,230,2725,60.0,60.0,23,23,UPS_3F
05/28/2025,17:50:18,225,230,2718,59.9,60.0,23,23,UPS_3F
05/28/2025,18:50:19,224,230,2718,60.0,60.0,23,23,UPS_3F
05/28/2025,19:50:19,228,230,2725,60.0,60.0,24,23,UPS_3F
05/28/2025,20:50:20,229,230,2722,60.0,60.0,23,24,UPS_3F
05/28/2025,21:50:20,226,230,2725,59.9,60.0,24,23,UPS_3F
05/28/2025,22:50:21,224,230,2722,60.0,60.0,24,23,UPS_3F
05/28/2025,23:50:21,225,229,2722,60.0,60.0,24,23,UPS_3F
05/29/2025,00:50:22,226,230,2722,60.0,60.0,24,23,UPS_3F
05/29/2025,01:50:22,227,230,2718,60.0,60.0,23,23,UPS_3F
05/29/2025,02:50:22,227,229,2722,60.0,60.0,23,23,UPS_3F
05/29/2025,03:50:23,228,230,2718,59.9,60.0,23,23,UPS_3F
05/29/2025,04:50:23,228,230,2718,59.9,60.0,23,23,UPS_3F
05/29/2025,05:50:24,227,230,2718,59.9,60.0,23,23,UPS_3F
05/29/2025,06:50:24,225,230,2722,59.9,60.0,23,23,UPS_3F
05/29/2025,07:50:25,225,230,2722,60.0,60.0,23,23,UPS_3F
05/29/2025,08:50:25,222,230,2722,60.0,60.0,23,23,UPS_3F
05/29/2025,09:50:26,221,230,2722,59.9,60.0,24,23,UPS_3F
05/29/2025,10:50:26,221,230,2722,60.0,60.0,23,24,UPS_3F
05/29/2025,11:50:27,222,230,2718,60.0,60.0,24,24,UPS_3F
05/29/2025,12:50:27,225,230,2722,60.0,60.0,23,23,UPS_3F
05/29/2025,13:50:28,223,230,2718,60.0,60.0,23,24,UPS_3F
05/29/2025,14:50:28,224,230,2722,60.0,60.0,23,23,UPS_3F
05/29/2025,15:50:29,225,230,2722,59.9,60.0,23,23,UPS_3F
05/29/2025,16:50:29,226,230,2718,59.9,60.0,23,23,UPS_3F
05/29/2025,17:50:30,223,230,2718,60.0,60.0,23,23,UPS_3F
05/29/2025,18:50:30,224,230,2718,59.9,60.0,23,23,UPS_3F
05/29/2025,19:50:31,223,230,2718,59.9,60.0,23,23,UPS_3F
05/29/2025,20:50:31,225,230,2718,59.9,60.0,23,23,UPS_3F
05/29/2025,21:50:32,224,230,2718,60.0,60.0,24,23,UPS_3F
05/29/2025,22:50:32,225,230,2722,59.9,60.0,23,23,UPS_3F
05/29/2025,23:50:32,224,230,2718,59.9,60.0,23,23,UPS_3F
05/30/2025,00:50:33,225,230,2722,60.0,60.0,23,23,UPS_3F
05/30/2025,01:50:33,225,230,2722,59.9,60.0,24,23,UPS_3F
05/30/2025,02:50:34,226,230,2718,60.0,60.0,24,23,UPS_3F
05/30/2025,03:50:34,227,230,2725,60.0,60.0,23,23,UPS_3F
05/30/2025,04:50:34,227,230,2718,60.0,60.0,23,23,UPS_3F
05/30/2025,05:50:35,227,230,2725,60.0,60.0,23,23,UPS_3F
05/30/2025,06:50:35,225,230,2718,60.0,60.0,23,23,UPS_3F
05/30/2025,07:50:36,226,230,2718,60.0,60.0,24,23,UPS_3F
05/30/2025,08:50:36,226,230,2725,60.0,60.0,23,23,UPS_3F
05/30/2025,09:50:37,224,230,2718,60.0,60.0,23,23,UPS_3F
05/30/2025,10:50:37,223,230,2722,60.0,60.0,23,23,UPS_3F
05/30/2025,11:50:38,222,230,2718,60.0,60.0,23,23,UPS_3F
05/30/2025,12:50:38,223,230,2722,60.0,60.0,23,23,UPS_3F
05/30/2025,13:50:39,222,230,2725,59.9,60.0,24,26,UPS_3F
05/30/2025,14:50:39,223,230,2722,60.0,60.0,24,26,UPS_3F
05/30/2025,15:50:40,225,230,2725,60.0,60.0,24,26,UPS_3F
05/30/2025,16:50:40,224,230,2722,59.9,60.0,23,26,UPS_3F
05/30/2025,17:50:41,224,230,2722,59.9,60.0,23,26,UPS_3F
05/30/2025,18:50:41,223,230,2725,59.9,60.0,23,26,UPS_3F
05/30/2025,19:50:41,224,230,2722,59.9,60.0,19,27,UPS_3F
05/30/2025,20:50:41,225,230,2725,59.9,60.0,24,26,UPS_3F
05/30/2025,21:50:41,226,230,2725,60.0,60.0,24,26,UPS_3F
05/30/2025,22:50:42,225,230,2718,60.0,60.0,24,26,UPS_3F
05/30/2025,23:50:42,225,230,2718,59.9,60.0,24,26,UPS_3F
05/31/2025,00:50:42,226,230,2718,60.0,60.0,20,26,UPS_3F
05/31/2025,01:50:42,226,230,2718,59.9,60.0,24,26,UPS_3F
05/31/2025,02:50:43,227,230,2722,60.0,60.0,24,26,UPS_3F
05/31/2025,03:50:43,227,230,2722,60.0,60.0,24,26,UPS_3F
05/31/2025,04:50:43,227,230,2722,59.9,60.0,24,27,UPS_3F
05/31/2025,05:50:44,227,230,2718,59.9,60.0,24,26,UPS_3F
05/31/2025,06:50:44,227,230,2718,60.0,60.0,19,26,UPS_3F
05/31/2025,07:50:45,226,230,2722,59.9,60.0,19,26,UPS_3F
05/31/2025,08:50:45,224,230,2722,60.0,60.0,24,27,UPS_3F
05/31/2025,09:50:46,222,230,2718,60.0,60.0,24,27,UPS_3F
05/31/2025,10:50:46,221,230,2722,60.0,60.0,19,27,UPS_3F
05/31/2025,11:50:46,224,230,2722,59.9,60.0,20,27,UPS_3F
05/31/2025,12:50:47,223,230,2718,59.9,60.0,19,26,UPS_3F
05/31/2025,13:50:47,224,230,2718,59.9,60.0,24,27,UPS_3F
05/31/2025,14:50:48,225,230,2722,60.0,60.0,23,26,UPS_3F
05/31/2025,15:50:48,226,230,2722,60.0,60.0,20,26,UPS_3F
05/31/2025,16:50:48,225,229,2722,59.9,60.0,20,27,UPS_3F
05/31/2025,17:50:49,224,230,2718,59.9,60.0,24,27,UPS_3F
05/31/2025,18:50:49,224,230,2722,59.9,60.0,23,27,UPS_3F
